familyId,chassisId,prefabName,shipLevel,cockpit,wing,engine,thruster,weaponBullet,weaponCannon,tail,hull,other,propulsion,weapons,cargoParts,firePower,fireRate,dps,rammingPower,healthCap,energyCap,energyRegen,moveSpeed,turnSpeed,gemCap,peopleCap,powerScore
MeteorMantis,MeteorMantis_16,MeteorMantis18,6,2,1,0,0,1,0,1,3,0,0,1,3,5.524,7.485,41.344,3,108.689,23.625,4.5,6.75,40.135,244.592,20.79,243.761
MeteorMantis,MeteorMantis_17,MeteorMantis8,6,2,1,1,0,1,0,0,2,0,1,1,3,6.005,6.885,41.344,3,75.728,33.901,3.597,6.6,10.5,184.429,15.676,182.398
MeteorMantis,MeteorMantis_11,MeteorMantis11,6,2,1,1,0,1,0,1,4,0,1,1,3,4,5.274,21.094,4.5,89.93,32.726,5.548,6,16.054,170.542,14.496,193.147
NightAye,NightAye_01,NightAye12,1,1,0,0,0,0,1,0,2,0,0,1,1,33.631,1.093,36.75,1,13.64,21,3,9,14,20,1.7,114.683
NightAye,NightAye_03,NightAye13,2,1,3,0,0,0,1,0,2,0,0,1,4,11.714,1.761,20.625,1.1,64.12,16.5,3.3,8.91,13.86,154.346,13.119,151.908
NightAye,NightAye_06,NightAye15,2,1,3,1,0,0,1,0,2,0,1,1,4,14.349,0.92,13.2,1.1,57.272,26.4,4.62,7.92,13.86,144.297,12.265,153.962
NightAye,NightAye_13,NightAye11,3,1,3,0,0,0,1,0,2,0,0,1,4,23.4,0.962,22.5,1.2,69.41,18,3.6,8.64,13.44,189.748,16.129,174.476
NightAye,NightAye_07,NightAye18,3,1,2,0,0,0,1,0,3,0,0,1,3,15.3,1.471,22.5,1.2,76.297,18,3.6,8.64,13.44,178.681,15.188,172.167
NightAye,NightAye_09,NightAye10,3,1,3,1,0,0,1,0,3,0,1,1,4,11.32,1.988,22.5,1.2,68.418,39.087,7.381,7.68,13.44,172.8,14.688,183.221
NightAye,NightAye_04,NightAye6,4,1,2,0,0,0,1,0,3,0,0,1,3,26.325,0.926,24.375,1.3,95.267,19.5,3.9,8.19,12.74,253.708,21.565,212.587
NightAye,NightAye_05,NightAye16,4,1,3,1,0,0,1,0,3,0,1,1,4,19.5,1.25,24.375,1.3,86.927,30.988,4.021,7.28,12.74,243.599,20.706,206.597
NightAye,NightAye_10,NightAye14,4,1,2,1,0,0,1,0,2,0,1,1,3,26.325,0.926,24.375,1.3,69.206,50.7,10.92,7.28,12.74,188.5,16.023,214.998
NightAye,NightAye_15,NightAye17,4,1,3,1,0,0,1,0,2,0,1,1,4,25.35,1.917,48.588,1.3,70.013,42.9,5.46,7.28,12.74,185.019,15.727,206.177
NightAye,NightAye_14,NightAye2,5,1,4,1,0,0,1,0,2,0,1,1,5,13.32,1.261,16.8,1.4,144.14,31.08,4.998,6.72,11.76,376.738,32.023,272.845
NightAye,NightAye_18,NightAye20,5,1,3,1,0,0,1,0,3,0,1,1,4,21,1.25,26.25,1.4,130.786,37.8,5.88,6.72,11.76,351.727,29.897,273.763
NightAye,NightAye_02,NightAye8,5,1,3,0,0,0,1,0,3,0,0,1,4,28.348,1.38,39.131,1.4,115.813,25.2,4.2,7.56,11.76,295.092,25.083,247.797
NightAye,NightAye_08,NightAye5,5,1,3,1,0,0,1,0,3,0,1,1,4,34.43,1.659,57.134,1.4,104.364,46.2,5.88,6.72,11.76,288.223,24.499,265.528
NightAye,NightAye_16,NightAye19,5,1,3,0,0,0,1,0,3,0,0,1,4,29.4,1.3,38.22,2.8,102.845,25.2,4.2,7.56,11.76,278.174,23.645,233.367
NightAye,NightAye_17,NightAye3,6,1,4,1,0,0,1,0,3,0,1,1,5,22.5,1.25,28.125,1.5,220.61,40.5,6.3,6,10.5,582.02,49.472,397.359
NightAye,NightAye_12,NightAye9,6,1,4,0,0,0,1,0,3,0,0,1,5,37.8,0.476,18,1.5,175.922,18,4.5,6.75,10.5,480,40.8,327.955
NightAye,NightAye_19,NightAye1,6,1,4,1,0,0,1,0,3,0,1,1,5,23.625,2.333,55.125,1.5,159.191,51.3,6.93,6.6,10.5,420.186,35.716,332.279
NightAye,NightAye_20,NightAye7,6,1,4,1,0,0,1,0,2,0,1,1,5,48.15,2.911,140.143,1.5,131.155,73.8,8.505,6.6,10.5,351.867,29.909,353.558
NightAye,NightAye_11,NightAye4,6,1,4,0,0,0,1,0,2,0,0,1,5,60.84,2.462,149.768,1.5,110.53,49.5,4.5,6.75,10.5,317.472,26.985,312.561
ProtonLegacy,ProtonLegacy_03,ProtonLegacy16,1,1,0,1,0,1,0,1,1,0,1,1,1,3,3,9,1,11.622,18.9,3.465,8.8,21.405,16.894,1.436,81.656
ProtonLegacy,ProtonLegacy_02,ProtonLegacy13,2,1,2,1,0,1,0,0,0,0,1,1,3,2.347,4.219,9.9,2.2,17.196,13.412,1.229,7.92,13.86,54.592,4.64,75.198
ProtonLegacy,ProtonLegacy_04,ProtonLegacy17,2,1,0,0,0,1,0,1,3,0,0,1,1,4.125,3.75,15.469,1.1,22.844,12.375,3.3,8.91,21.191,22,1.87,91.229
ProtonLegacy,ProtonLegacy_05,ProtonLegacy11,3,1,2,0,0,1,0,0,2,0,0,1,3,5.406,1.998,10.8,1.2,54.575,10.8,3.6,8.64,13.44,43.2,3.672,115.648
ProtonLegacy,ProtonLegacy_06,ProtonLegacy2,3,1,2,1,0,1,0,1,4,0,1,1,3,3.6,3,10.8,1.2,47.766,18.603,2.731,8.448,20.549,34.444,2.928,119.58
ProtonLegacy,ProtonLegacy_01,ProtonLegacy9,3,1,0,1,0,0,0,0,4,0,1,0,1,3.6,3,10.8,1.2,79.266,11.88,4.158,8.448,13.44,24,2.04,138.533
ProtonLegacy,ProtonLegacy_08,ProtonLegacy3,4,1,2,0,0,1,0,0,4,0,0,1,3,5.488,3.331,18.281,1.3,55.952,14.625,3.9,8.19,12.74,95.523,8.119,129.476
ProtonLegacy,ProtonLegacy_09,ProtonLegacy18,4,1,2,0,0,1,0,1,3,0,0,1,3,4.875,3.75,18.281,1.3,35.317,14.625,3.9,8.19,29.218,78,6.63,121.844
ProtonLegacy,ProtonLegacy_14,ProtonLegacy4,4,1,2,1,0,1,0,1,3,0,1,1,3,4.875,3.75,18.281,1.3,49.276,23.026,2.94,8.008,19.479,75.917,6.453,133.57
ProtonLegacy,ProtonLegacy_10,ProtonLegacy5,4,1,2,1,0,1,0,1,4,0,1,1,3,4.875,3.75,18.281,1.3,46.25,22.254,2.67,8.008,9.739,74.297,6.315,119.457
ProtonLegacy,ProtonLegacy_15,ProtonLegacy6,5,1,2,1,0,1,0,0,3,0,1,1,3,5.25,3.75,19.688,1.4,72.124,24.628,3.107,7.392,11.76,154.872,13.164,160.615
ProtonLegacy,ProtonLegacy_11,ProtonLegacy15,5,1,2,0,0,1,0,1,2,0,0,1,3,7.35,5.25,38.588,1.4,35.28,22.05,4.2,7.56,17.981,84,7.14,126.866
ProtonLegacy,ProtonLegacy_17,ProtonLegacy20,5,1,2,1,0,1,0,1,1,0,1,1,3,7.35,5.25,38.588,1.4,29.885,38.682,5.821,7.392,17.981,80.872,6.874,138.983
ProtonLegacy,ProtonLegacy_12,ProtonLegacy14,5,1,2,1,0,1,0,0,2,0,1,1,3,7.35,5.25,38.588,1.4,33.262,34.257,4.272,7.392,11.76,74.586,6.34,129.525
ProtonLegacy,ProtonLegacy_07,ProtonLegacy12,5,1,2,0,0,1,0,0,1,0,0,1,3,4.859,7.942,38.588,1.4,30.508,22.05,4.2,7.56,11.76,72.8,6.188,111.853
ProtonLegacy,ProtonLegacy_19,ProtonLegacy10,6,1,2,1,0,1,0,0,4,0,1,1,3,7.673,8.912,68.388,3,79.638,39.055,3.038,9,10.5,182.477,15.511,200.875
ProtonLegacy,ProtonLegacy_20,ProtonLegacy8,6,1,2,1,0,1,0,1,3,0,1,1,3,5.625,3.75,21.094,1.5,72.17,33.305,5.751,6.6,16.054,174,14.79,178.18
ProtonLegacy,ProtonLegacy_18,ProtonLegacy7,6,1,2,1,0,1,0,0,3,0,1,1,3,5.799,7.129,41.344,1.5,86.64,34.799,3.911,6.6,10.5,159.6,13.566,191.696
ProtonLegacy,ProtonLegacy_13,ProtonLegacy19,6,1,2,0,0,1,0,1,3,0,0,1,3,7.875,5.25,41.344,1.5,56.333,23.625,4.5,6.75,16.054,114.934,9.769,152.085
ProtonLegacy,ProtonLegacy_16,ProtonLegacy1,6,1,2,1,0,1,0,1,4,0,1,1,3,9.344,7.548,70.527,1.5,50.992,41.714,3.969,6.6,16.054,86.879,7.385,168.028
SpaceExcalibur,SpaceExcalibur_03,SpaceExcalibur20,1,1,0,0,1,1,0,0,3,0,1,1,1,2.739,5.134,14.063,1,24.844,19.848,3.009,12,6.243,20,1.7,86.995
SpaceExcalibur,SpaceExcalibur_10,SpaceExcalibur11,2,1,2,0,1,1,0,0,5,0,1,1,3,2.41,6.419,15.469,1.1,67.564,19.405,2.461,8.712,4.533,121.676,10.342,137.25
SpaceExcalibur,SpaceExcalibur_12,SpaceExcalibur15,2,1,3,0,2,1,0,0,6,0,2,1,4,3.149,4.912,15.469,1.1,52.78,22.528,3.554,12.672,6.593,109.12,9.275,131.392
SpaceExcalibur,SpaceExcalibur_09,SpaceExcalibur18,3,1,2,0,3,1,0,0,3,0,3,1,3,3.068,5.501,16.875,1.2,78.663,32.735,6.732,13.056,6.793,191.623,16.288,182.09
SpaceExcalibur,SpaceExcalibur_01,SpaceExcalibur19,3,1,2,0,1,1,0,0,3,0,1,1,3,3.13,5.392,16.875,1.2,59.654,22.74,3.234,8.448,4.395,107.225,9.114,131.732
SpaceExcalibur,SpaceExcalibur_06,SpaceExcalibur16,3,1,1,0,1,1,1,0,5,0,1,2,2,35.768,7.261,259.703,1.2,52.688,59.505,4.762,8.448,4.395,95.215,8.093,216.492
SpaceExcalibur,SpaceExcalibur_11,SpaceExcalibur2,4,1,4,0,3,1,0,0,4,0,3,1,5,3.567,5.125,18.281,1.3,118.332,26.455,4.141,9.464,4.924,397.735,33.808,234.334
SpaceExcalibur,SpaceExcalibur_02,SpaceExcalibur6,4,1,1,0,1,1,1,0,2,0,1,2,2,29.63,8.144,241.296,1.3,114.234,51.025,3.185,7.28,3.788,331.924,28.214,285.968
SpaceExcalibur,SpaceExcalibur_04,SpaceExcalibur8,4,1,2,0,1,1,1,0,4,0,1,2,3,45.243,8.66,391.798,1.3,99.82,60.477,3.763,8.008,4.166,244.32,20.767,292.166
SpaceExcalibur,SpaceExcalibur_14,SpaceExcalibur17,4,1,3,0,1,1,1,0,3,0,1,2,4,20.06,6.788,136.169,1.3,100.515,47.108,2.838,8.008,4.166,239.115,20.325,244.777
SpaceExcalibur,SpaceExcalibur_19,SpaceExcalibur4,5,1,6,0,2,1,0,0,2,0,2,1,7,3.842,5.125,19.688,1.4,201.72,29.999,4.987,11.424,5.944,709.649,60.32,366.165
SpaceExcalibur,SpaceExcalibur_17,SpaceExcalibur14,5,1,4,0,3,1,0,0,6,0,3,1,5,3.755,5.243,19.688,1.4,177.742,32.848,5.984,12.768,6.643,536.933,45.639,326.192
SpaceExcalibur,SpaceExcalibur_13,SpaceExcalibur10,5,1,2,0,3,1,1,0,9,0,3,2,3,32.762,7.605,249.172,2.8,170.778,64.754,6.861,11.424,5.944,354.462,30.129,374.101
SpaceExcalibur,SpaceExcalibur_08,SpaceExcalibur9,5,1,1,0,1,1,1,0,3,0,1,2,2,48.775,14.728,718.333,1.4,69.175,92.747,4.164,11.424,5.944,153.016,13.006,309.253
SpaceExcalibur,SpaceExcalibur_05,SpaceExcalibur12,5,1,2,0,3,1,1,0,4,0,3,2,3,49.328,9.043,446.097,1.4,61.74,77.63,5.488,10.752,5.594,140,11.9,272.212
SpaceExcalibur,SpaceExcalibur_20,SpaceExcalibur5,6,1,8,0,2,1,1,0,5,0,2,2,9,24.599,7.646,188.098,1.5,308.082,62.025,4.778,7.8,4.058,1067.332,90.723,584.259
SpaceExcalibur,SpaceExcalibur_18,SpaceExcalibur1,6,1,8,0,3,1,1,0,9,0,3,2,9,37.125,5.5,204.188,1.5,218.241,64.125,5.513,9,4.682,603.926,51.334,452.206
SpaceExcalibur,SpaceExcalibur_15,SpaceExcalibur7,6,1,4,0,3,1,1,0,4,0,3,2,5,37.681,9.095,342.709,1.5,182.717,67.154,4.21,9,4.682,518.942,44.11,413.392
SpaceExcalibur,SpaceExcalibur_16,SpaceExcalibur13,6,1,4,0,3,1,1,0,5,0,3,2,5,84.208,11.717,986.669,1.5,170.133,106.319,5.318,9,4.682,476.66,40.516,502.031
SpaceExcalibur,SpaceExcalibur_07,SpaceExcalibur3,6,1,4,0,1,1,1,0,3,0,1,2,5,57.267,10.098,578.276,1.5,102.222,84.825,3.308,6,3.122,270,22.95,340.632
StarForce,StarForce_02,StarForce18,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,1,6.3,18,3,9,14,8,2,66.825
StarForce,StarForce_06,StarForce10,2,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3,9.9,1.1,6.93,19.8,3.3,8.91,13.86,8.8,2.2,69.778
StarForce,StarForce_14,StarForce13,2,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3,9.9,1.1,6.93,19.8,3.3,8.91,13.86,8.8,2.2,69.778
StarForce,StarForce_03,StarForce6,3,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3,10.8,1.2,7.56,21.6,3.6,8.64,13.44,9.6,2.4,72.27
StarForce,StarForce_09,StarForce7,3,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3,10.8,1.2,7.56,21.6,3.6,8.64,13.44,9.6,2.4,72.27
StarForce,StarForce_10,StarForce4,3,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3,10.8,1.2,7.56,21.6,3.6,8.64,13.44,9.6,2.4,72.27
StarForce,StarForce_01,StarForce17,4,0,0,0,0,0,0,0,0,0,0,0,0,3.9,3,11.7,1.3,8.19,23.4,3.9,8.19,12.74,10.4,2.6,74.303
StarForce,StarForce_08,StarForce20,4,0,0,0,0,0,0,0,0,0,0,0,0,3.9,3,11.7,1.3,8.19,23.4,3.9,8.19,12.74,10.4,2.6,74.303
StarForce,StarForce_12,StarForce16,4,0,0,0,0,0,0,0,0,0,0,0,0,3.9,3,11.7,1.3,8.19,23.4,3.9,8.19,12.74,10.4,2.6,74.303
StarForce,StarForce_17,StarForce8,4,0,0,0,0,0,0,0,0,0,0,0,0,3.9,3,11.7,1.3,8.19,23.4,3.9,8.19,12.74,10.4,2.6,74.303
StarForce,StarForce_04,StarForce15,5,0,0,0,0,0,0,0,0,0,0,0,0,4.2,3,12.6,1.4,8.82,25.2,4.2,7.56,11.76,11.2,2.8,75.875
StarForce,StarForce_07,StarForce19,5,0,0,0,0,0,0,0,0,0,0,0,0,4.2,3,12.6,1.4,8.82,25.2,4.2,7.56,11.76,11.2,2.8,75.875
StarForce,StarForce_13,StarForce3,5,0,0,0,0,0,0,0,0,0,0,0,0,4.2,3,12.6,1.4,8.82,25.2,4.2,7.56,11.76,11.2,2.8,75.875
StarForce,StarForce_15,StarForce9,5,0,0,0,0,0,0,0,0,0,0,0,0,4.2,3,12.6,1.4,8.82,25.2,4.2,7.56,11.76,11.2,2.8,75.875
StarForce,StarForce_19,StarForce2,5,0,0,0,0,0,0,0,0,0,0,0,0,4.2,3,12.6,1.4,8.82,25.2,4.2,7.56,11.76,11.2,2.8,75.875
StarForce,StarForce_16,StarForce1,6,1,1,2,1,1,0,0,2,0,3,1,2,5.056,4.172,21.094,1.5,36.153,21.741,1.703,7.8,0.312,87.428,7.431,99.658
StarForce,StarForce_20,StarForce5,6,1,1,1,0,0,0,0,2,0,1,0,2,4.5,3,13.5,1.5,47.887,7.348,2.572,8.25,10.5,76.834,6.531,104.083
StarForce,StarForce_05,StarForce11,6,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3,13.5,1.5,9.45,27,4.5,6.75,10.5,12,3,76.988
StarForce,StarForce_11,StarForce12,6,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3,13.5,1.5,9.45,27,4.5,6.75,10.5,12,3,76.988
StarForce,StarForce_18,StarForce14,6,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3,13.5,1.5,9.45,27,4.5,6.75,10.5,12,3,76.988
StriderOx,StriderOx_01,StriderOx16,1,1,1,1,1,0,0,0,2,0,2,0,2,3,3,9,1,19.862,9.9,3.465,11.2,1.249,40,3.4,66.235
StriderOx,StriderOx_02,StriderOx18,2,1,1,1,1,1,0,0,2,0,2,1,2,2.577,3.842,9.9,1.1,25.16,20.79,3.812,9.504,0.412,44,3.74,80.488
StriderOx,StriderOx_06,StriderOx14,2,1,0,1,1,1,0,1,3,0,2,1,1,3.3,3,9.9,1.1,21.414,20.79,3.812,11.088,22.428,22,1.87,98.264
StriderOx,StriderOx_10,StriderOx6,3,1,1,1,1,1,0,1,3,0,2,1,2,3.6,3,10.8,1.2,38.869,22.68,4.158,9.984,21.348,72,6.12,122.757
StriderOx,StriderOx_03,StriderOx15,3,1,1,1,1,0,0,1,2,0,2,0,2,3.6,3,10.8,1.2,37.8,10.8,3.78,9.216,11.074,72,6.12,98.35
StriderOx,StriderOx_05,StriderOx20,3,1,1,1,1,1,0,1,2,0,2,1,2,4.5,3.75,16.875,1.2,27.214,21.833,2.916,9.216,20.949,48,4.08,108.419
StriderOx,StriderOx_07,StriderOx19,4,1,1,1,1,1,0,1,2,0,2,1,2,6.753,2.707,18.281,1.3,39.12,25.152,3.685,8.736,10.118,78,6.63,119.419
StriderOx,StriderOx_04,StriderOx11,4,1,1,1,0,1,0,0,3,0,1,1,2,4.875,3.75,18.281,1.3,44.727,23.356,3.056,8.008,12.74,74.144,6.302,122.349
StriderOx,StriderOx_13,StriderOx8,4,1,1,1,1,1,0,1,3,0,2,1,2,6.243,2.928,18.281,1.3,37.405,21.931,2.557,9.464,20.236,62.723,5.331,121.778
StriderOx,StriderOx_08,StriderOx13,4,1,1,1,1,1,0,1,3,0,2,1,2,4.875,3.75,18.281,1.3,42.639,27.495,4.505,8.736,19.858,52,4.42,130.935
StriderOx,StriderOx_12,StriderOx3,5,1,1,1,1,1,0,1,3,0,2,1,2,7.875,2.5,19.688,1.4,53.505,22.68,2.426,8.736,18.68,100.8,8.568,143.034
StriderOx,StriderOx_14,StriderOx7,5,1,1,1,1,1,0,1,2,0,2,1,2,4.725,4.167,19.688,1.4,39.69,24.061,2.909,8.736,36.66,84,7.14,143.384
StriderOx,StriderOx_15,StriderOx1,5,1,1,1,1,1,0,1,3,0,2,1,2,4.2,3,12.6,1.4,43.88,24.36,4.116,8.736,45.651,84,7.14,154.694
StriderOx,StriderOx_09,StriderOx12,5,1,1,1,1,1,0,1,2,0,2,1,2,5.25,3.75,19.688,1.4,34.839,29.61,4.851,8.736,18.68,82.6,7.021,128.225
StriderOx,StriderOx_20,StriderOx5,5,1,1,1,1,1,0,1,3,0,2,1,2,7.954,2.475,19.688,1.4,57.415,29.61,4.851,8.736,27.67,77.32,6.572,162.661
StriderOx,StriderOx_11,StriderOx9,6,1,1,1,1,1,0,1,3,0,2,1,2,6.334,5.011,31.737,1.5,47.95,29.16,3.119,7.8,16.678,106.835,9.081,143.707
StriderOx,StriderOx_18,StriderOx10,6,1,1,1,1,1,0,1,3,0,2,1,2,7.875,5.25,41.344,1.5,49.886,38.475,5.198,7.8,16.678,97.498,8.287,160.515
StriderOx,StriderOx_19,StriderOx17,6,1,1,1,1,1,0,1,3,0,2,1,2,10.088,2.091,21.094,1.5,51.975,31.725,5.198,7.8,32.732,90,7.65,167.286
StriderOx,StriderOx_16,StriderOx4,6,1,1,1,1,1,0,1,2,0,2,1,2,11.025,3.75,41.344,1.5,45.037,29.71,2.13,7.2,16.678,73.563,6.253,143.309
StriderOx,StriderOx_17,StriderOx2,6,1,1,1,1,1,0,1,3,0,2,1,2,7.875,5.25,41.344,1.5,37.8,34.112,3.67,7.8,16.678,60,5.1,137.561
